totallines,i,refractiveindex,bigradius,a,b,z,anglez,c,anglea,incidentangle,refractiveangle,anglede,dx,ee,et,ex,ey,anglece,angleced,outangle,mycolor
500,251,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.1,18.3009,30.2894,-0.155446,1.37888,6.16281,5.16607,6.10833,49.7774,19.4879,30.0273,violet
500,252,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.2,18.3629,30.2275,-0.142677,1.38703,6.15641,5.17667,6.09935,49.6779,19.4504,29.966,white
500,253,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.3,18.4247,30.1656,-0.129868,1.39522,6.14996,5.18724,6.09036,49.5785,19.4129,29.9048,orange
500,254,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.4,18.4866,30.1038,-0.117018,1.40347,6.14345,5.1978,6.08136,49.4792,19.3754,29.8436,yellow
500,255,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.5,18.5484,30.042,-0.104128,1.41176,6.13689,5.20833,6.07234,49.3799,19.3379,29.7824,green
500,256,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.6,18.6102,29.9802,-0.0911978,1.42011,6.13028,5.21884,6.06331,49.2806,19.3004,29.7213,lime
500,257,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.7,18.6719,29.9184,-0.0782265,1.4285,6.12362,5.22934,6.05426,49.1813,19.2629,29.6602,brown
500,258,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.8,18.7336,29.8567,-0.0652143,1.43694,6.1169,5.23981,6.0452,49.0822,19.2254,29.5991,olive
500,259,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,28.9,18.7953,29.7951,-0.0521609,1.44543,6.11013,5.25026,6.03612,48.983,19.1879,29.5381,blue
500,260,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29,18.8569,29.7334,-0.0390662,1.45397,6.10331,5.26069,6.02703,48.8839,19.1505,29.4771,cyan
500,261,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.1,18.9185,29.6718,-0.02593,1.46256,6.09643,5.27111,6.01793,48.7849,19.113,29.4161,teal
500,262,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.2,18.9801,29.6103,-0.0127521,1.47121,6.0895,5.2815,6.00881,48.6858,19.0756,29.3552,lightgray 
500,263,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.3,19.0416,29.5488,0.000467651,1.4799,6.08251,5.29187,5.99968,48.5869,19.0381,29.2943,gray
500,264,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.4,19.1031,29.4873,0.0137295,1.48864,6.07548,5.30222,5.99053,48.488,19.0007,29.2335,darkgray
500,265,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.5,19.1646,29.4258,0.0270337,1.49744,6.06838,5.31255,5.98137,48.3891,18.9633,29.1727,black
500,266,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.6,19.226,29.3644,0.0403803,1.50628,6.06123,5.32286,5.9722,48.2903,18.9259,29.1119,red
500,267,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.7,19.2873,29.303,0.0537695,1.51518,6.05403,5.33315,5.96302,48.1915,18.8884,29.0511,purple
500,268,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.8,19.3487,29.2417,0.0672017,1.52412,6.04677,5.34341,5.95382,48.0928,18.8511,28.9904,magenta
500,269,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,29.9,19.41,29.1804,0.0806768,1.53312,6.03946,5.35366,5.94461,47.9941,18.8137,28.9298,pink
500,270,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30,19.4712,29.1192,0.0941952,1.54217,6.03209,5.36389,5.93538,47.8954,18.7763,28.8691,violet
500,271,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30.1,19.5324,29.0579,0.107757,1.55127,6.02466,5.37409,5.92614,47.7969,18.7389,28.8085,white
500,272,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30.2,19.5936,28.9968,0.121362,1.56043,6.01718,5.38427,5.91689,47.6983,18.7016,28.748,orange
500,273,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30.3,19.6548,28.9356,0.135012,1.56964,6.00965,5.39444,5.90763,47.5998,18.6642,28.6875,yellow
500,274,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30.4,19.7159,28.8745,0.148705,1.5789,6.00205,5.40458,5.89835,47.5014,18.6269,28.627,green
500,275,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30.5,19.7769,28.8135,0.162443,1.58821,5.9944,5.4147,5.88906,47.403,18.5895,28.5666,lime
500,276,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30.6,19.8379,28.7524,0.176225,1.59758,5.9867,5.4248,5.87976,47.3047,18.5522,28.5062,brown
500,277,1.5,8,3,3,7.4162,22.0243,-5.2915,131.41,30.7,19.8989,28.6915,0.190051,1.60699,5.97893,5.43488,5.87044,47.2064,18.5149,28.4458,olive
